FECHA_CORTE;PER;CONG;NSELV;DOMINIO;ESTRATO;ESTRATOSOCIO;FACTORFINAL_HOGAR;CCDD;NOMBREDD;CCPP;NOMBREPP;CCDI;NOMBREDI;CCCP;NOMBRECP;UBIGEO;VIVIENDA;HOGAR;TOT_HOGAR;RESFIN;RESFIN_O;RESFIN_V;RESFIN_V_O;PERS_NRO;P201;P203;P206;P207;P208;P209;P210_A;P210_M;INF_500;P501_1_1;P501_1_2;P501_2_1;P501_2_2;P501_3_1;P501_3_2;P501_4_1;P501_4_2;P501_5_1;P501_5_2;P501_6_1;P501_6_2;P501_7_1;P501_7_2;PERS_500;P504_A;P504_M;P504A_1;P504A_2;P504A_3;P504A_4;P504A_5;P504A_6;P504A_7;P505;P506;P507;P508;P509;P510;P513;P513A;P513A_O;P514_1;P514_2;P514_3;FACTOR200_FINAL
;;;;;;;;;;;;;;;;;;;;;;1;;6;6;3;1;2;NA;2;7;NA;1;2;NA;1;5;2;NA;1;5;1;2;2;NA;2;NA;6;7;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;7;10;;2;NA;1;680.9257562
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;5;1;2;NA;1;3;NA;4;1;1;1;3;2;NA;2;NA;2;NA;2;NA;2;NA;5;3;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;3;10;;8;NA;NA;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;2;11;NA;1;2;NA;1;3;2;NA;1;4;1;2;1;2;2;NA;4;11;NA;0;0;0;0;0;0;1;7;1;6;6;7;4;11;10;;2;NA;5;680.9257562
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;3;1;2;NA;2;6;NA;1;2;NA;1;3;2;NA;1;4;1;2;1;2;2;NA;5;6;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;6;10;;1;3;NA;680.9257562
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;2;1;NA;1;1;2;2;NA;2;NA;1;3;2;NA;2;NA;2;NA;3;1;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;NA;NA;;NA;NA;NA;680.9257562
;;;;;;;;;;;;;;;;;;;;;;1;;2;2;2;1;2;NA;2;16;NA;2;1;1;1;1;2;NA;1;2;2;NA;2;NA;2;NA;2;16;NA;0;0;0;0;0;0;1;3;2;2;3;7;1;16;10;;3;4;NA;451.302147
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;2;NA;9;2;1;1;1;1;2;NA;1;2;2;NA;2;NA;2;NA;3;NA;9;0;0;0;0;0;0;1;7;3;2;6;7;4;NA;NA;;NA;NA;NA;451.302147
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;1;10;NA;2;1;3;1;3;1;5;1;5;1;2;1;3;1;3;3;10;NA;0;0;0;0;0;0;1;7;3;6;6;3;4;10;10;;2;NA;4;411.2272722
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;1;5;NA;2;1;3;1;3;1;5;1;5;1;2;1;3;1;3;4;5;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;5;10;;1;3;NA;411.2272722
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;3;1;2;NA;2;4;NA;2;1;3;1;3;1;5;1;5;1;2;1;3;1;3;5;4;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;4;10;;1;2;NA;451.302147
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;1;16;NA;2;1;1;1;2;2;NA;1;3;2;NA;2;NA;2;NA;3;16;NA;0;0;0;0;0;0;1;3;1;6;6;7;4;16;10;;3;5;NA;411.2272722
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;5;1;2;NA;2;4;NA;2;1;1;1;2;2;NA;1;3;2;NA;2;NA;2;NA;5;4;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;4;10;;1;1;NA;451.302147
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;2;9;NA;2;1;2;1;3;1;5;1;3;1;1;1;2;1;2;3;9;NA;0;0;0;0;0;0;1;2;2;6;6;7;4;9;10;;2;NA;4;451.302147
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;2;1;NA;2;1;2;1;3;1;5;1;3;1;1;1;2;1;2;4;1;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;NA;NA;;NA;NA;NA;451.302147
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;1;7;NA;1;1;2;1;3;2;NA;1;3;1;1;1;2;2;NA;3;7;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;7;10;;2;NA;2;287.8590906
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;2;5;NA;1;1;2;1;3;2;NA;1;3;1;1;1;2;2;NA;4;5;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;5;10;;1;2;NA;315.9115029
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;8;1;2;NA;2;8;NA;1;1;3;1;3;2;NA;1;1;1;1;1;3;2;NA;3;8;NA;0;0;0;0;0;0;1;5;1;6;6;7;4;8;10;;2;NA;3;315.9115029
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;1;14;NA;2;1;3;2;NA;2;NA;2;NA;1;2;1;2;2;NA;3;14;NA;0;0;0;0;0;0;1;1;2;6;6;7;4;14;10;;3;3;NA;287.8590906
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;2;14;NA;1;1;3;1;2;1;5;1;1;1;1;1;1;1;2;3;14;NA;0;0;0;0;0;0;1;1;1;1;1;3;3;14;10;;3;2;NA;315.9115029
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;2;6;NA;1;1;3;1;2;1;5;1;1;1;1;1;1;1;2;4;6;NA;0;0;0;0;0;0;1;7;1;6;6;7;4;6;10;;2;NA;1;315.9115029
;;;;;;;;;;;;;;;;;;;;;;1;;2;2;3;1;2;NA;1;11;NA;1;1;2;2;NA;2;NA;1;2;1;1;1;5;2;NA;2;11;NA;0;0;0;0;0;0;1;4;1;6;6;3;4;11;10;;2;NA;5;287.8590906
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;2;3;NA;2;1;2;1;1;2;NA;1;4;2;NA;2;NA;2;NA;4;3;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;3;10;;8;NA;NA;315.9115029
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;2;13;NA;2;2;NA;2;NA;1;5;1;4;1;2;1;4;2;NA;4;13;NA;0;0;0;0;0;0;1;7;1;6;6;3;4;13;10;;3;2;NA;351.012781
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;3;1;2;NA;2;11;NA;2;2;NA;2;NA;1;5;1;4;1;2;1;4;2;NA;5;11;NA;0;0;0;0;0;0;1;7;2;6;6;4;4;11;10;;2;NA;5;351.012781
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;2;14;NA;1;1;5;1;5;1;5;1;2;1;1;1;3;2;NA;3;14;NA;0;0;0;0;0;0;1;1;1;6;6;3;4;14;10;;3;2;NA;351.012781
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;2;9;NA;1;1;5;1;5;1;5;1;2;1;1;1;3;2;NA;4;9;NA;0;0;0;0;0;0;1;3;1;6;6;3;4;9;10;;2;NA;3;351.012781
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;5;1;2;NA;2;3;NA;2;1;2;1;1;2;NA;1;2;2;NA;2;NA;2;NA;5;3;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;3;10;;1;1;NA;351.012781
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;1;14;NA;2;1;3;1;3;2;NA;1;3;1;1;2;NA;2;NA;3;14;NA;0;0;0;0;0;0;1;7;4;6;6;7;4;14;10;;3;3;NA;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;2;8;NA;2;1;3;1;3;2;NA;1;3;1;1;2;NA;2;NA;4;8;NA;0;0;0;0;0;0;1;7;1;6;6;7;4;8;10;;2;NA;3;394.8893786
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;1;15;NA;1;2;NA;1;3;2;NA;2;NA;1;5;2;NA;2;NA;3;15;NA;0;0;0;0;0;0;1;1;1;6;6;7;4;15;10;;3;3;NA;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;2;2;NA;1;2;NA;1;3;2;NA;2;NA;1;5;2;NA;2;NA;4;2;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;394.8893786
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;5;1;2;NA;1;8;NA;2;1;2;1;1;2;NA;1;1;1;1;1;3;1;3;3;8;NA;0;0;0;0;0;0;1;3;2;6;3;7;4;8;10;;2;NA;3;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;2;16;NA;1;1;1;2;NA;1;5;1;3;1;1;1;1;2;NA;3;16;NA;0;0;0;0;0;0;1;1;1;6;3;7;4;16;10;;3;4;NA;394.8893786
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;1;14;NA;1;1;1;2;NA;1;5;1;3;1;1;1;1;2;NA;4;14;NA;0;0;0;0;0;0;1;6;8;6;6;7;4;14;10;;3;2;NA;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;3;1;2;NA;1;8;NA;1;1;1;2;NA;1;5;1;3;1;1;1;1;2;NA;5;8;NA;0;0;0;0;0;0;1;1;2;6;6;7;4;8;10;;2;NA;2;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;6;6;3;1;2;NA;1;2;NA;1;1;1;2;NA;1;5;1;3;1;1;1;1;2;NA;6;2;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;5;1;2;NA;1;9;NA;3;1;2;1;2;1;4;1;4;1;2;1;4;1;2;4;9;NA;0;0;0;0;0;0;1;3;1;2;6;7;4;9;10;;2;NA;3;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;1;8;NA;1;1;3;1;2;2;NA;2;NA;1;1;1;1;1;3;4;8;NA;0;0;0;0;0;0;1;7;1;6;6;7;4;8;10;;2;NA;2;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;2;6;NA;2;1;3;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;3;6;NA;0;0;0;0;0;0;1;7;6;6;6;7;4;6;10;;2;NA;1;394.8893786
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;2;3;NA;2;1;3;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;4;3;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;3;10;;8;NA;NA;394.8893786
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;2;15;NA;1;1;5;1;1;1;5;2;NA;1;2;1;1;2;NA;3;15;NA;0;0;0;0;0;0;1;1;2;6;6;7;4;15;10;;3;3;NA;394.8893786
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;1;10;NA;1;1;5;1;1;1;5;2;NA;1;2;1;1;2;NA;4;10;NA;0;0;0;0;1;0;0;7;8;6;6;7;4;10;10;;2;NA;4;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;3;1;2;NA;1;7;NA;1;1;5;1;1;1;5;2;NA;1;2;1;1;2;NA;5;7;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;7;10;;2;NA;2;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;6;6;3;1;2;NA;2;5;NA;1;1;5;1;1;1;5;2;NA;1;2;1;1;2;NA;6;5;NA;0;0;0;0;0;0;1;7;5;6;6;7;4;5;10;;1;1;NA;394.8893786
;;;;;;;;;;;;;;;;;;;;;;1;;9;9;5;1;2;NA;1;1;NA;1;1;5;1;1;1;5;2;NA;1;2;1;1;2;NA;9;1;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;5;1;2;NA;1;16;NA;1;2;NA;1;3;2;NA;1;3;1;3;1;1;2;NA;3;16;NA;0;0;0;0;0;0;1;1;1;6;6;7;4;16;10;;3;4;NA;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;1;9;NA;2;1;3;1;3;2;NA;1;4;1;1;1;1;1;4;3;9;NA;0;0;0;0;0;0;1;4;2;2;6;7;4;9;10;;2;NA;4;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;1;4;NA;2;1;3;1;3;2;NA;1;4;1;1;1;1;1;4;4;4;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;4;10;;1;2;NA;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;3;1;2;NA;2;2;NA;2;1;3;1;3;2;NA;1;4;1;1;1;1;1;4;5;2;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;394.8893786
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;1;10;NA;2;1;2;1;2;1;5;1;2;1;2;1;2;2;NA;3;10;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;10;10;;2;NA;4;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;1;6;NA;2;1;2;1;2;1;5;1;2;1;2;1;2;2;NA;4;6;NA;0;0;0;0;0;0;1;7;1;6;6;7;4;6;10;;1;2;NA;359.8238632
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;3;1;2;NA;1;17;NA;1;2;NA;2;NA;2;NA;2;NA;1;2;2;NA;2;NA;5;17;NA;0;0;0;0;0;0;1;3;8;6;6;7;4;17;10;;8;NA;NA;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;6;6;3;1;2;NA;2;14;NA;1;2;NA;2;NA;2;NA;2;NA;1;2;2;NA;2;NA;6;14;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;14;10;;3;3;NA;680.9257562
;;;;;;;;;;;;;;;;;;;;;;1;;2;2;3;1;2;NA;1;13;NA;1;2;NA;1;4;2;NA;2;NA;2;NA;2;NA;2;NA;2;13;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;13;10;;3;2;NA;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;1;12;NA;1;2;NA;1;4;2;NA;2;NA;2;NA;2;NA;2;NA;3;12;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;12;10;;2;NA;6;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;1;6;NA;1;2;NA;1;4;2;NA;2;NA;2;NA;2;NA;2;NA;4;6;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;6;10;;1;3;NA;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;3;1;2;NA;1;2;NA;1;2;NA;1;4;2;NA;2;NA;2;NA;2;NA;2;NA;5;2;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;6;6;3;1;2;NA;1;16;NA;1;2;NA;2;NA;2;NA;2;NA;1;1;2;NA;2;NA;6;16;NA;0;0;0;0;0;0;1;1;3;6;6;7;4;16;10;;3;5;NA;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;7;7;3;1;2;NA;1;14;NA;1;2;NA;2;NA;2;NA;2;NA;1;1;2;NA;2;NA;7;14;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;14;10;;3;3;NA;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;8;8;3;1;2;NA;1;11;NA;1;2;NA;2;NA;2;NA;2;NA;1;1;2;NA;2;NA;8;11;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;11;10;;2;NA;5;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;5;1;2;NA;1;17;NA;1;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;3;17;NA;0;0;0;0;0;0;1;3;8;6;6;7;4;17;10;;8;NA;NA;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;5;1;2;NA;2;11;NA;1;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;4;11;NA;0;0;0;0;0;0;1;7;1;6;6;7;4;11;10;;2;NA;4;680.9257562
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;2;14;NA;1;2;NA;1;5;1;5;2;NA;1;2;1;1;2;NA;3;14;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;14;10;;3;3;NA;680.9257562
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;1;11;NA;1;2;NA;1;5;1;5;2;NA;1;2;1;1;2;NA;4;11;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;11;10;;2;NA;5;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;1;5;NA;1;1;5;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;3;5;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;5;10;;8;NA;NA;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;1;2;NA;1;1;5;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;4;2;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;3;1;2;NA;2;NA;11;1;1;5;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;11;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;680.9257562
;;;;;;;;;;;;;;;;;;;;;;1;;2;2;3;1;2;NA;2;16;NA;1;2;NA;1;3;2;NA;2;NA;2;NA;2;NA;2;NA;2;16;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;16;10;;3;4;NA;680.9257562
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;2;11;NA;1;2;NA;1;3;2;NA;2;NA;2;NA;2;NA;2;NA;3;11;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;11;10;;2;NA;4;680.9257562
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;4;1;2;NA;2;17;NA;1;2;NA;1;3;2;NA;2;NA;2;NA;2;NA;2;NA;5;17;NA;0;0;0;0;0;0;1;1;8;6;6;7;4;17;10;;8;NA;NA;680.9257562
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;1;17;NA;2;1;2;2;NA;2;NA;2;NA;1;2;2;NA;2;NA;3;17;NA;0;0;0;0;0;0;1;1;8;6;6;7;4;17;10;;8;NA;NA;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;1;14;NA;2;1;2;2;NA;2;NA;2;NA;1;2;2;NA;2;NA;4;14;NA;0;0;0;0;0;0;1;2;2;6;6;7;4;14;10;;3;3;NA;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;3;1;2;NA;2;9;NA;2;1;2;2;NA;2;NA;2;NA;1;2;2;NA;2;NA;5;9;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;9;10;;2;NA;3;680.9257562
;;;;;;;;;;;;;;;;;;;;;;1;;6;6;3;1;2;NA;1;6;NA;2;1;2;2;NA;2;NA;2;NA;1;2;2;NA;2;NA;6;6;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;6;10;;2;NA;1;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;3;3;3;1;2;NA;2;13;NA;2;2;NA;2;NA;1;5;2;NA;2;NA;2;NA;2;NA;3;13;NA;0;0;0;0;0;0;1;7;1;6;6;7;4;13;10;;2;NA;6;680.9257562
;;;;;;;;;;;;;;;;;;;;;;1;;4;4;3;1;2;NA;1;12;NA;2;2;NA;2;NA;1;5;2;NA;2;NA;2;NA;2;NA;4;12;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;12;10;;2;NA;4;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;5;5;3;1;2;NA;2;4;NA;2;2;NA;2;NA;1;5;2;NA;2;NA;2;NA;2;NA;5;4;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;4;10;;8;NA;NA;680.9257562
;;;;;;;;;;;;;;;;;;;;;;1;;6;6;3;1;2;NA;1;2;NA;2;2;NA;2;NA;1;5;2;NA;2;NA;2;NA;2;NA;6;2;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;791.7751479
;;;;;;;;;;;;;;;;;;;;;;1;;2;2;3;1;2;NA;1;17;NA;1;2;NA;2;NA;2;NA;2;NA;1;1;2;NA;2;NA;2;17;NA;0;0;0;0;0;0;1;1;8;6;6;7;4;17;10;;8;NA;NA;791.7751479
